gene,baseMean,log2FoldChange,stat,pvalue,padj
gene_48,850.9050534609505,-0.3155861715646403,-4.101955924519343,0.025058061698184312,0.07078548502311953
gene_49,927.3771818532013,-0.5042984181041945,-6.777808601579284,0.013918799014381616,0.05198243820709789
gene_50,942.1443392329608,-0.38627515719228683,-2.2956771770848077,0.09467197481276948,0.14376913411202655
gene_51,873.103971244228,-0.35999706296030115,-2.071147419417326,0.13278083992210454,0.17932523974041686
gene_52,925.2484943515503,-0.2823747721987963,-2.364082328128218,0.10256269857048733,0.15262306334893946
gene_53,888.1991590396655,-0.5617326491079176,-2.9912349482060483,0.08410765148842964,0.13357246315409732
gene_54,956.8470337022287,-0.2101727624880322,-2.7624165281753843,0.0863858890197575,0.13604077010985433
gene_55,2427.5143293392653,1.7825559867769498,28.979867252560712,2.2266428377261862e-05,0.0015634604101918035
gene_56,944.3401058624495,-0.05180775110934072,-0.3220502711939326,0.7648314551225206,0.7721670420217269
gene_57,888.9329810237484,-0.36119796381569824,-2.189019787428397,0.10674352418828012,0.15674526312522777
gene_58,913.8040294383222,-0.32327756573794386,-3.1382575508386945,0.03493266934196678,0.08058285892033859
gene_59,885.3102229449718,-0.25743323250763966,-2.0278394858922235,0.1334624176875085,0.17958623086698006
gene_60,884.2541455727808,-0.19415688510264859,-2.1487199814055606,0.10488483978034886,0.15504041357036047
gene_61,1515.781107043975,1.081627871767269,13.62711108208232,0.00479709791241592,0.026684901806686496
gene_62,931.0705732136948,-0.16463477285280836,-1.0771276108454222,0.3457178306142076,0.3685691157933983
gene_63,954.0052189282417,-0.3728512927179271,-4.862249188550103,0.02994457622969354,0.0751511106831758
gene_64,895.3082967396488,-0.33789488292405034,-3.8664389060008943,0.04025834003952962,0.08708633113290042
gene_65,841.3342343309898,-0.3261597696815378,-2.283410245841142,0.11022342921632644,0.15958141849827914
gene_66,896.8736642213621,-0.13230313199520036,-2.4706438861062603,0.10070413138752707,0.15030467371272696
gene_67,916.8407666548537,-0.2900575332678104,-1.80242977714538,0.14637300804071549,0.19083834164369684
gene_68,2330.889925431339,1.7027230415542771,15.422626298123445,0.0011389236530821448,0.010744562764925894
gene_69,955.6462558716996,-0.3688933112337275,-4.1313007160439295,0.01613913876543793,0.05585767654398445
gene_70,1783.0224884983604,1.156389706896335,7.179719230644939,0.0027353364907365526,0.01886438959128657
gene_71,923.2724672766674,-0.4237412106289238,-2.477079104491552,0.07773257787234071,0.12693317195352377
gene_72,939.0963580777473,-0.48959248882596085,-3.3750087524568104,0.044287480385089485,0.09197815240932396
gene_73,982.302089518505,-0.42593395415208596,-2.8054468792753426,0.0626011905407025,0.11070060219399204
gene_74,504.74991840846695,-2.192999062075928,-18.672090866177424,5.2797673061951824e-05,0.0018206094159293731
gene_75,903.2441256394885,-0.33571063196157847,-1.7502251623284117,0.156575028712144,0.20038923428040956
gene_76,845.5230126635545,-0.4370999934337718,-2.182046168629363,0.09645723631531938,0.1457057950382468
gene_77,855.2012683470646,-0.3466770776400514,-4.142251449012983,0.02048218064809224,0.06331431421357725
gene_78,2021.2121021558332,1.3310618762430722,9.792869241030852,0.001521939160911193,0.012735892559926302
gene_79,976.3775599246992,-0.09329240534684678,-1.0803071543794742,0.34292026357724836,0.36578161448239827
gene_80,628.1836847420418,-2.6633848976597476,-38.90690766685419,5.366315730017287e-06,0.0010732631460034575
gene_81,900.6621263942702,-0.42980821729383234,-7.319814273358446,0.0037551127739377773,0.023096682970499494
gene_82,969.3209183574941,-0.4030685891763446,-8.691185351911209,0.002785911689381739,0.019147159377194085
gene_83,936.7462969090061,-0.2148978340558574,-1.4775430880350147,0.21364316440185413,0.25075488779560345
gene_84,975.2180942578752,-0.31313821780469997,-5.604161048861531,0.010786769765241169,0.04561002014901129
gene_85,891.1442549154102,-0.22116028120360456,-2.037365364524437,0.15472860717558304,0.1986246561945867
gene_86,847.2191894509992,-0.1138353725686366,-1.6951372089645353,0.16623542175829412,0.2080521095321787
gene_87,854.8998415454727,-0.4984160964479932,-4.2424599636346105,0.01327684728249517,0.05107523248815956
gene_88,921.3410603782247,-0.39094189604559393,-8.086386498267265,0.003210074464534858,0.020951803319441787
gene_89,935.426813686678,-0.4791404803173238,-3.0086438981283057,0.04051307800169814,0.08708633113290042
gene_90,866.8166706778262,-0.24223049689079315,-4.078861330334771,0.02121388644866431,0.06440082314079083
gene_91,925.0667341230173,-0.36706911510546963,-4.218092681488367,0.029855125468350487,0.0751511106831758
gene_92,922.8589014148065,-0.05622417003693211,-0.33805055104491943,0.760267274502659,0.7679467419218777
gene_93,909.3640442186322,-0.4143704371086897,-2.9735866393203976,0.08846145114873949,0.1376408477858401
gene_94,936.0392078835332,-0.3292690853632518,-5.277895189476356,0.0078122389839342015,0.03713004126276017
gene_95,901.3311411983351,-0.12598956643086415,-1.5375995017229964,0.24317548317693888,0.27665015150960054
gene_96,876.3438195652229,-0.4191644705120621,-8.310661451193173,0.004009954155005079,0.02394002480600047
gene_97,858.0254617902618,-0.10749589358013573,-0.5583358601945265,0.6303836526948302,0.6422655656595315
gene_98,874.0037551734328,-0.14966167657367108,-2.0591985215742414,0.12869134795751894,0.17604835561904095
gene_99,895.1258411939388,-0.29722209386957543,-5.786266316891265,0.008138172243317617,0.03758971013079731
gene_100,930.621965728832,-0.44158667272048535,-3.1320128345301597,0.056799554216923724,0.10547735230626504
gene_101,907.4159275234068,-0.2083578406533055,-1.884741189121506,0.13776140360967418,0.18355949848057854
gene_102,849.5543771889577,-0.27715833886606783,-3.4196308618219375,0.04222234916893477,0.08866455805282226
gene_103,890.4676706626839,-0.40791041552459023,-4.2784056569149795,0.013279560446921485,0.05107523248815956
gene_104,919.0721661328255,-0.4938468352375804,-3.7193039557000467,0.021850999921282973,0.06561861838223115
gene_105,899.5609836042762,-0.28123355140929873,-2.281886717496692,0.09007697515724888,0.1387643543215703
gene_106,963.8231670571902,-0.30619329835333525,-1.9373796109700032,0.1248463614819127,0.17255889631224974
gene_107,853.2395683678303,-0.29495688345256954,-1.961389282633012,0.12581212483341742,0.17333099009181419
gene_108,881.6686362528255,-0.4363038040136078,-2.8043046344199904,0.0732990179636604,0.12298492946922886
gene_109,874.188586478467,-0.1772200740628203,-1.5015095853833706,0.22691927122783595,0.26279012302007637
gene_110,943.7482908988752,-0.24244194655912496,-2.3904444956087927,0.0757133819096433,0.12483657363502605
gene_111,851.2896158148126,-0.35380754871616565,-5.97437984475963,0.012758940038260955,0.05045179374983849
gene_112,916.8731534944538,-0.3928043886420518,-4.556318967302716,0.01355792935607397,0.05153256022458589
gene_113,867.5109460895287,-0.2645242799539643,-1.590411761914207,0.18742634803921948,0.22690841166975725
gene_114,862.1190539410052,-0.3339914057083817,-2.2965190297836826,0.12367171653904256,0.1715280395825833
gene_115,1006.5514515331754,-0.31762419861334595,-3.567385841759816,0.04613934455468312,0.09350146619443
gene_116,932.9945696218294,-0.200952591421448,-2.163305929461929,0.11822012970345595,0.16708675406619236
gene_117,883.7290243780837,-0.22277437971552613,-2.0428604384545266,0.15189838539187833,0.19612444853696365
gene_118,981.4715314050541,-0.3273799933374645,-1.6647819498003555,0.1923348883842885,0.23089422375064647
gene_119,984.7168915460929,-0.17811468799148772,-1.3527096181002152,0.25393613617173194,0.2858031920897377
gene_120,1735.6232139875428,1.2701957163481563,5.983212389600154,0.023184094922897917,0.0676907880960523
gene_121,867.1970161599368,-0.49407557921968837,-5.606052026806629,0.008886397713656196,0.039761957277594934
gene_122,856.8584394435245,-0.3232473449637372,-3.0493543924069835,0.041947181128288276,0.08830985500692269
gene_123,947.834442181071,-0.3357501974165808,-2.8760214667299433,0.06143199358691833,0.10969998854806844
gene_124,875.6733563376567,-0.298542229080529,-2.698589723513005,0.06016919108318357,0.108805907750605
gene_125,934.3257110284165,-0.38210516982837234,-5.681119652953627,0.004743904915586028,0.026651151211157464
gene_126,884.7320043470793,-0.07719856229461032,-1.0353500261851676,0.3965388305873006,0.4147895717440383
gene_127,859.830311615792,-0.30234007783175026,-1.6284322280036392,0.17876558571075343,0.21961374165940226
gene_128,894.322703431345,-0.09260956971044529,-0.7179265797288089,0.5125827225325612,0.5259956106029361
gene_129,2357.5497507628756,1.8577138960919555,10.99347814850752,0.00611907215388561,0.031457319634725325
gene_130,966.2055359777507,-0.47001392259322855,-8.303890091551365,0.0011818313195264645,0.010963043329142129
gene_131,909.5249858453817,-0.2129620321450568,-3.4977320115037016,0.05848532270467079,0.10743304721488936
gene_132,855.1290461219869,-0.3149647226887677,-9.575748559023372,0.005157708123092592,0.027729613565013935
gene_133,863.0452712083742,-0.23231573052941593,-3.696118225740196,0.0270562277366714,0.07210617941140512
gene_134,928.9394273504029,-0.6393216552176912,-5.667060808819352,0.006606823607172587,0.03286976918991336
gene_135,954.0529354569696,-0.5498689453183807,-5.559017464521771,0.009570124740016311,0.0420037596669144
gene_136,2495.7243219957236,2.0089093467881387,27.877035108188338,1.0237332889712575e-05,0.001301607458600403
gene_137,872.3479040420366,-0.17537648570521303,-0.9771155388517985,0.42389454402366206,0.4404099158687398
gene_138,914.0101077169561,-0.1712266711678229,-1.1749339301201003,0.30787450456297144,0.33373930033926447
gene_139,954.5053452295535,-0.4258212051644016,-3.369741296231144,0.06779973141583441,0.11699694808599553
gene_140,877.9561575502466,-0.263258344461386,-2.045822673837346,0.14477754985295527,0.18925169915418988
gene_141,915.9410106150158,-0.2031981870521503,-1.4012254893755796,0.295515908613667,0.3224396165997458
gene_142,682.23664212112,-1.868605659569948,-8.467230378551873,0.0015843038210661359,0.01309342000881104
gene_143,827.8298865037779,-0.5287783294302868,-3.3444372035171925,0.0297167768914495,0.0751511106831758
gene_144,860.8743221010527,-0.16568748831476995,-1.214462616747239,0.2916614024730526,0.3187556311180903
gene_145,919.5939335248486,-0.31170961770664374,-2.6029732985039824,0.07624619448305235,0.12550813906675284
gene_146,949.7625096904369,-0.32830236475133007,-4.260071535300281,0.013054550309907305,0.05099433714807541
gene_147,916.7833533523478,-0.2684209353550594,-2.1966863740415326,0.15802168160444302,0.20155826735260587
gene_148,875.3713613586399,-0.14562004332256656,-0.9770664314006265,0.39802473296135543,0.4156916271136871
gene_149,839.4523485192321,-0.45348234815317007,-2.2651066878740562,0.08772626203188552,0.13717945587472327
gene_150,873.6548684974373,-0.37753682317307513,-4.525668211010718,0.011079667874800525,0.04604974186181826
gene_151,894.2919268422866,-0.1858148147998864,-2.959100662587777,0.045287786611975446,0.0931025727678542
gene_152,878.424979894879,-0.39136582689961175,-2.9401069199401597,0.04836669559505802,0.09596566586321036
gene_153,1695.391161158926,1.4068419780055075,11.092564258178763,0.0007271595551009376,0.008124687766490923
gene_154,991.9881325794463,-0.283816771015637,-4.911311382735791,0.0257434289599775,0.07180872792183403
gene_155,912.5520577331565,-0.24649211320655373,-1.4923180963219735,0.2572898846820056,0.2890897580696692
gene_156,952.7624644027253,-0.37914798467641486,-4.01051416223829,0.04152650470283966,0.0878867824398723
gene_157,900.8218814790237,-0.44987205494420235,-3.8461980223393235,0.051935485098372765,0.09930941555637322
gene_158,874.9401782473415,-0.2841327660582283,-1.8170007900753882,0.14459233453890508,0.18913320410582746
gene_159,909.6614738043646,-0.09958466456533212,-0.9490680247437988,0.3964406704655095,0.4147895717440383
gene_160,1006.9471596503495,-0.4254318784074312,-4.058735768167317,0.01807004172721119,0.05905242394513461
gene_161,896.2138803121109,-0.39743681730379926,-9.421881484752298,0.008757401840634671,0.03953680289225585
gene_162,903.8594405385638,-0.2711460275529894,-2.5064916463905518,0.07398377896117667,0.12351215185505288
gene_163,924.4694012326026,-0.16756431407880734,-1.1230360523838618,0.3292937000560781,0.353319420661028
gene_164,911.6073364159233,-0.21689015152900165,-1.3996021870766497,0.23472137495215223,0.26933032123023776
gene_165,977.8332248866943,-0.38300961850028903,-3.72900258971843,0.03407955855586945,0.07947312156517936
gene_166,1675.9095812117368,1.206726778320033,10.414834010932967,0.0006204239071313628,0.007256419966448687
gene_167,871.24294953466,-0.4888705034605761,-4.758530179004513,0.017291248683133385,0.0577337184745689
gene_168,942.5612695299952,-0.3930977542425898,-9.401528048303504,0.0024061883485723507,0.017248661996934412
gene_169,652.7627464474716,-2.5094439999836933,-12.849695849080181,0.0005590917877416466,0.006736045635441525
gene_170,927.2934473191631,-0.29651792530610677,-5.5452543063375535,0.005277744196351503,0.02821482650022311
gene_171,874.5443975234534,-0.29682629605539934,-2.6074573301578305,0.0929450288244083,0.1415765861757933
gene_172,940.286385355224,-0.27293425726195814,-4.32245287812043,0.015845908673097105,0.05540527508075911
gene_173,930.671477361623,-0.2506780175234054,-3.666146782889121,0.021787125929092464,0.06552519076418786
gene_174,909.3585992375047,-0.4811326055790056,-5.231348995546693,0.013589444100885136,0.05153256022458589
gene_175,991.4976519499384,-0.3597548225261495,-2.207180010006225,0.09219782178753079,0.14054546004196766
gene_176,838.4916294812344,-0.25249617715363754,-2.040803769912788,0.13175880125324035,0.1784140842968725
gene_177,935.4371665361571,-0.3525566372948359,-3.2847313554201074,0.03967251324795241,0.0863012037616613
gene_178,858.6831069154168,-0.14690029267101642,-3.4119664536521106,0.04646120904526165,0.09386102837426596
gene_179,893.8292343588596,-0.6295887718452523,-9.364027257387281,0.0036351109756283906,0.022578329041170127
gene_180,925.1884659593029,-0.31055376870837065,-5.055974777025021,0.008413438021237033,0.038417525211128005
gene_181,991.4122229710692,-0.26700227700402535,-3.4231997367876774,0.05086119282710832,0.09832707172753788
gene_182,916.6426304622555,-0.2528111222475864,-1.7495225705158173,0.16434747446062267,0.20620762165699205
gene_183,827.5259082227208,-0.22368624294245787,-1.9193630602905813,0.18773046371253413,0.22700176990632906
gene_184,919.1379079790408,-0.4154133178997968,-5.007059652479928,0.010937992679910614,0.045740213077169814
gene_185,929.4444490857809,-0.26297727857490183,-3.847915793447232,0.020607803427717234,0.06341813895678942
gene_186,1536.133009404819,1.0452614778029177,16.09405965930886,0.00013673281420351012,0.0031496890280383718
gene_187,1928.9581549293544,1.3762949843259382,12.269524953521353,0.002966426068060887,0.0199132826937085
gene_188,821.9193016969521,-0.27947728481891587,-1.8568879877732563,0.15497702294170573,0.19881593706440762
gene_189,818.0372311462017,-0.04912524305445536,-0.37014090115528614,0.7386640234875389,0.7480142010000393
gene_190,839.1915691671848,-0.3331708400299627,-1.6995490047782487,0.21965202717368626,0.25660283548327834
gene_191,923.5236892680232,-0.4574392858664278,-3.5532552418645227,0.030836535929282594,0.07638550013763071
gene_192,884.4467385004837,-0.18357366940506814,-1.0893333608965603,0.34956043513469653,0.37187280333478356
gene_193,916.0827994967651,-0.2522954874672238,-5.347394464483172,0.01774440816439966,0.05866957060390153
gene_194,1589.4573205245645,1.1146262138120944,8.31245521632498,0.0011840086795473499,0.010963043329142129
gene_195,980.9935220958118,-0.41475298951060696,-4.9003023900819915,0.03603834317276856,0.08212298764361896
gene_196,1874.1366333443616,1.4129494772386682,26.761825551338564,5.2293728379977246e-05,0.0018206094159293731
gene_197,934.4584923071558,-0.5222573447242779,-2.7340584192093518,0.052357141891888295,0.09963300074574367
gene_198,867.4713194107562,-0.24014450972890106,-4.229038492691746,0.013492139307403405,0.051496714913753454
gene_199,911.4227373465674,-0.18367127428302496,-1.0205630346457226,0.3778198082474577,0.3972868646135202
gene_200,872.3813093026857,-0.3288552476404983,-2.5162760024982562,0.06850698236850031,0.11801375085012973
gene_201,838.7717804178498,-0.2407309694519897,-1.5017164250846409,0.23074822594196157,0.26599219128756374
gene_202,829.2424842868409,-0.35115780928869356,-3.279964247731221,0.05598523217027099,0.10464529377620745
gene_203,930.6055590510474,-0.26393161531402626,-2.3654428861540855,0.1260222089346433,0.1734648436815462
gene_204,855.2090683236156,-0.3117271325146334,-1.9943857518817985,0.11881593565031995,0.16746432086021135
gene_205,933.3705967912383,-0.2844623892076549,-2.980333946632671,0.08052680186735657,0.12977727939944653
gene_206,881.9223050737816,-0.273681852470663,-2.73037601491799,0.062013114597068784,0.11014762805873675
gene_207,895.953576119535,-0.5054990439612497,-3.274147514564801,0.05994826253890003,0.1087990245715064
gene_208,914.236494436167,-0.3799567234094291,-2.4037876362842527,0.09096868318147018,0.13941560640838344
gene_209,982.0881672376315,-0.2581639643454712,-4.4628757665690015,0.0149608296493848,0.05362304533829677
gene_210,967.2209699373686,-0.2931831155781886,-3.848652351920847,0.04037144684733976,0.08708633113290042
gene_211,932.0830275227689,-0.2705132952492405,-1.7298142145914799,0.1613447106401826,0.20410463079086985
gene_212,863.8700746050297,-0.40641945618251907,-3.3084421255227285,0.06570977722785218,0.114576769359812
gene_213,908.4621684562576,-0.4040860911208746,-4.039621289938339,0.015683319915431253,0.0550291926857237
gene_214,920.840303463762,-0.40353472635649545,-3.0043496184629004,0.0710451132632977,0.12044435073871622
gene_215,917.8193227038807,-0.3797977237884284,-2.7425804768192354,0.05927438212120818,0.10836267298209905
gene_216,914.4543864978951,-0.26849920111236886,-5.3912179065669426,0.01095478103198217,0.045740213077169814
gene_217,945.6519270320503,-0.4381091541036169,-4.473035376309612,0.011099088219813648,0.04604974186181826
gene_218,2171.0339646021257,1.9578786934947265,13.06072228885273,0.004523775286361013,0.026050802497525144
gene_219,948.4480949815927,-0.48011924405644585,-2.8707372591537297,0.05955022001072266,0.10866828469109974
gene_220,944.2266909706815,-0.30077176034204256,-2.5814317598114327,0.12040666633883251,0.16875496333403295
gene_221,975.3270802757348,-0.2745242722366433,-2.7308312530774677,0.05448981427332177,0.10232828971515827
gene_222,937.1650618161696,-0.45131703616121704,-5.21536951937703,0.006503311111791922,0.03243546689173028
gene_223,865.686776165878,-0.2791930683400461,-5.461479878906778,0.02316261289726881,0.0676907880960523
gene_224,892.0146751949653,-0.2645524176753095,-3.1214248143891825,0.087465403554218,0.13702236120476033
gene_225,816.6402394434004,-0.4252122644972633,-3.0412877851642786,0.05086844249840116,0.09832707172753788
gene_226,910.4475688795708,-0.4050267962179751,-2.0422711919434136,0.16482370470300714,0.20667549179060457
gene_227,875.1489194211824,-0.3981373426382629,-3.361460520439802,0.02834964004244598,0.07325488383060977
gene_228,2382.4589025275795,1.79864333521794,15.322290322338999,0.0003847302252342966,0.005401469170000248
gene_229,949.1950104681405,-0.2707304164469536,-1.6903550930783453,0.17603878622491084,0.217158770009396
gene_230,854.9377210405039,-0.33457300618170294,-3.9524504636088587,0.019019869980183558,0.06066821834295649
gene_231,957.3082890929652,-0.4929359023095716,-4.835188025583891,0.009004636997064218,0.04010974163502992
gene_232,946.757076823659,-0.272809902075047,-2.6079349909978164,0.06252578869404724,0.11070060219399204
gene_233,860.7298147065497,-0.49298808010218,-4.364063286892192,0.01287605272151472,0.050494324398096944
gene_234,952.937124757307,-0.22246676869505513,-1.3766908242586664,0.2733334916271284,0.302192915010645
gene_235,888.3161894660864,-0.23101899901806533,-10.041154268023243,0.0008887077847618308,0.009045116925643852
gene_236,960.3348996396539,-0.22250754755375124,-2.3190031209565847,0.08937167518458304,0.13813241914155028
gene_237,834.0737409492206,-0.3191758451560452,-2.748951051325088,0.06333115595553637,0.11148142942278838
gene_238,957.6601198245601,-0.07144883982705687,-0.9956944041981308,0.37618317683168173,0.39577398930213753
gene_239,564.2077588042996,-3.3738094496720574,-19.952899964114827,0.0023507327723236216,0.017096540868972047
gene_240,497.82225450065863,-3.2740113149713452,-36.82254909841315,1.1737110716735238e-05,0.0013041234129705821
gene_241,1774.9633470278382,1.330027545089151,24.887367298791872,0.0006636036962181486,0.007627628692162628
gene_242,873.2124579726469,-0.34554660294171163,-4.215123352899308,0.019669361771578894,0.06128667689491
gene_243,924.2013934682037,-0.5536959027646154,-5.641212897214794,0.005854092821732448,0.03033208715923548
gene_244,914.8605516319603,-0.36163309713467073,-3.5578781356490112,0.049994567271382476,0.09736040364436704
gene_245,2063.4798786418883,1.4474643286089741,10.57662250538268,0.0025374492618307253,0.017869360998807926
gene_246,904.6389512152778,-0.33688547557064785,-2.094885732817944,0.12296602520138303,0.17103677863480787
gene_247,925.9301624572885,-0.3699664826997683,-1.820511006080989,0.19174991111666173,0.2304686431690646
gene_248,914.5534328889112,-0.3660691164374592,-2.2765848762056358,0.08801861921936262,0.1374615764652781
gene_249,930.4583489068289,-0.27229009502910134,-2.8282410294455755,0.06584092538906836,0.11470544492869052
gene_250,943.3489381014333,-0.2970758186976575,-2.5801408661584984,0.10333112975902593,0.1533102815415815
gene_251,866.6904966601237,-0.4715688021717417,-2.9649704391885967,0.047697536560313544,0.09510974388896022
gene_252,918.4565862545915,-0.2560940597211864,-6.415295648224896,0.004677118821348483,0.026424400120612902
gene_253,828.3779532712672,-0.08310351003572668,-0.6007382307750045,0.6053629709966777,0.6174023161618334
gene_254,891.208412772499,-0.2962292227205395,-1.8961011510346897,0.14408302176754317,0.1887138464538876
gene_255,854.148340867721,-0.2628360291545727,-2.013608131208464,0.1536831311724617,0.19779038760934584
gene_256,835.7061410594465,-0.2737299287474949,-3.7827424719145566,0.03857120169130696,0.08524022473217008
gene_257,945.1303217641887,-0.44510114965385306,-2.579708314011637,0.06995187974647096,0.11886470645109763
gene_258,882.4540177136282,-0.4096513976016394,-5.541585418967141,0.007869856337757072,0.03717770122322891
gene_259,927.3553619197595,-0.37647268893205316,-3.2357888758180167,0.08342930952273839,0.1327435314602043
gene_260,932.0191268927481,-0.4144006873888099,-2.4479428214989163,0.07259925582780939,0.1221181763293682
gene_261,901.4938109262903,-0.46450415581584714,-6.148279363420808,0.005851924173017088,0.03033208715923548
gene_262,922.6612377430351,-0.3363469520117342,-4.001452772417263,0.026596373697229683,0.07210617941140512
gene_263,950.6850203228952,-0.2597558998048346,-3.390385955289922,0.06620873825109301,0.11497547022371288
gene_264,958.1268617962072,-0.3581166652037478,-3.5309818396319144,0.05597865081512697,0.10464529377620745
gene_265,889.6417970147075,-0.2583940190766531,-1.937392544731444,0.12475746332492499,0.17255889631224974
gene_266,934.1074498076193,-0.3404869187793017,-1.8496734404171555,0.15437890260458137,0.19843046607272669
gene_267,954.0398915043384,-0.41453028987461377,-3.042960569648092,0.0858817552921882,0.13556709596241232
gene_268,928.3080791867008,-0.46125693972500115,-3.882698415092163,0.027207139959829454,0.0721814713645358
gene_269,881.8684921618564,-0.2913787609647676,-3.423255783447019,0.03181040452709899,0.07733487313902655
gene_270,907.8150428601984,-0.2924362195933532,-2.577657280564848,0.1121304772361386,0.16180444045618847
gene_271,1541.4936722262953,1.1201750384918072,5.2414441651137516,0.009578578286445594,0.0420037596669144
gene_272,880.5793836694334,-0.20127496511396797,-1.069354330716718,0.3709331090246402,0.3914861308967179
gene_273,903.6933623427901,-0.5581942472509338,-4.326843307776174,0.013273926505131683,0.05107523248815956
gene_274,1672.3526427731108,1.2054158017608199,16.093404220768385,0.0011513658484625406,0.01081094693392057
gene_275,842.8476870127251,-0.21716490922953569,-1.8290467220994269,0.1733414234560611,0.2153309608149827
gene_276,2053.8003470481303,1.7036669321021312,14.6007639345311,0.00036341081969747823,0.00519998322256179
gene_277,887.907149367621,-0.3513815488473885,-1.5129451360781765,0.22741864768503323,0.2632160274132329
